degree,hours_daily,field,job_level,yrs_experience,company_size,country,salary_usd
masters,12,sales,senior,33,medium,Mexico,148546.41
bachelors,12,law,entry,38,large,Canada,177780.94
bachelors,11,law,senior,7,large,Thailand,150249.32
phd,11,finance,intermediate,11,small,Indonesia,107288.85
bachelors,8,education,intermediate,35,medium,Canada,93212.27
masters,10,medicine,senior,6,micro,Thailand,125012.36
phd,9,design,senior,12,large,Indonesia,156061.17
masters,10,design,intermediate,17,medium,Japan,92670.1
phd,7,marketing,entry,3,micro,Thailand,37964.61
masters,11,law,intermediate,28,medium,Thailand,142099.47
phd,11,medicine,entry,19,large,Brazil,149119.9
bachelors,10,medicine,entry,24,small,India,97705.67
bachelors,12,research,senior,26,small,Canada,161679.7
masters,11,finance,entry,12,large,dr_congo,85891.67
phd,11,design,senior,5,large,India,153248.38
bachelors,8,finance,senior,16,medium,Nigeria,122149.1
phd,6,education,entry,4,small,Canada,36703.41
phd,9,sales,entry,18,small,Thailand,61461.75
masters,7,education,entry,39,micro,Thailand,70950.05
masters,11,sales,senior,12,large,Indonesia,141770.9
phd,11,law,senior,1,large,Indonesia,164813.67
bachelors,11,engineering,entry,32,micro,India,82122.93
masters,8,it,intermediate,38,small,Vietnam,120638.85
phd,11,education,senior,29,micro,Russia,119758.77
phd,8,design,entry,17,micro,Indonesia,62381.89
bachelors,6,education,senior,21,micro,Nigeria,83589.31
bachelors,10,finance,entry,5,micro,Thailand,38960.03
bachelors,12,finance,senior,23,small,USA,155886.67
bachelors,11,marketing,senior,10,micro,Canada,91630.76
phd,8,education,senior,9,medium,Indonesia,96608.38
masters,8,it,intermediate,27,small,Canada,95848.33
phd,9,law,senior,6,medium,Turkey,157640.31
phd,7,research,intermediate,18,medium,Egypt,102498.47
phd,11,design,senior,32,small,USA,143021.29
phd,11,engineering,entry,0,large,Mexico,67318.97
bachelors,6,finance,senior,3,micro,Nigeria,74145.29
bachelors,11,research,intermediate,6,micro,Turkey,54674.58
masters,8,finance,senior,31,medium,Philippines,169773.01
phd,8,it,senior,13,small,Ethiopia,134483.04
masters,8,design,entry,29,micro,Iran,64351.77
bachelors,8,sales,senior,7,small,Egypt,75385.19
masters,9,education,intermediate,21,small,Turkey,70447.42
masters,7,sales,entry,8,micro,Egypt,34420.51
masters,9,medicine,entry,19,medium,Japan,83228.03
phd,12,marketing,entry,7,large,Egypt,72370.12
phd,7,marketing,intermediate,33,large,Brazil,141262.39
phd,7,finance,intermediate,21,large,Iran,122165.08
bachelors,7,it,entry,37,small,Germany,96784.36
phd,12,marketing,intermediate,14,large,India,136568.99
masters,8,it,senior,30,small,Nigeria,157441.04
bachelors,6,marketing,senior,5,large,Ethiopia,106266.39
bachelors,12,medicine,intermediate,1,micro,Germany,61885.49
bachelors,6,design,senior,23,small,Iran,104224.59
bachelors,9,medicine,intermediate,4,small,Brazil,76776.42
phd,9,law,intermediate,20,small,Brazil,119770.99
masters,7,research,senior,32,small,Japan,137310.61
phd,6,finance,senior,14,small,Philippines,126703.06
masters,12,it,senior,33,medium,Turkey,208187.34
phd,6,design,entry,10,medium,Vietnam,51063.22
masters,7,finance,senior,3,micro,Japan,88354.99
masters,8,it,senior,3,medium,Brazil,119939.44
bachelors,12,design,intermediate,17,small,dr_congo,85019.06
bachelors,11,law,senior,24,micro,Vietnam,141312.25
bachelors,6,it,senior,16,micro,Mexico,83780.15
phd,6,design,intermediate,18,large,Egypt,97460.38
masters,7,marketing,senior,3,medium,Japan,90760.84
masters,9,sales,intermediate,37,small,Canada,100125.99
phd,6,law,entry,17,micro,Thailand,71794.78
bachelors,8,research,senior,11,small,Nigeria,98734.4
bachelors,9,it,intermediate,27,large,Bangladesh,134300.21
masters,12,it,entry,15,small,Russia,80552.53
masters,9,sales,intermediate,13,small,Philippines,71494.14
phd,6,research,entry,38,micro,Bangladesh,80143.09
masters,9,design,entry,26,medium,Indonesia,86576.82
phd,11,sales,senior,31,medium,China,149191.36
masters,12,engineering,intermediate,8,large,Nigeria,115752.83
phd,9,medicine,entry,2,micro,Vietnam,52768.9
bachelors,7,marketing,intermediate,15,small,Brazil,57947.39
bachelors,7,sales,intermediate,27,small,Philippines,74414.12
masters,8,education,senior,31,small,Pakistan,115024.02
masters,7,sales,intermediate,4,large,Indonesia,65926.09
masters,12,design,entry,10,small,India,57754.57
masters,8,education,intermediate,26,small,Indonesia,78940.9
bachelors,7,sales,intermediate,18,small,Turkey,65087.18
phd,6,research,intermediate,1,micro,dr_congo,51520.45
masters,6,research,intermediate,1,medium,Philippines,52895.47
phd,6,law,intermediate,8,micro,Turkey,65639.44
masters,7,marketing,entry,28,small,Nigeria,61556.03
phd,8,law,senior,18,large,Bangladesh,196046.13
masters,8,it,senior,25,small,Russia,145690.72
masters,10,research,senior,35,small,India,148474.04
bachelors,6,design,senior,32,micro,Brazil,99324.19
masters,7,marketing,entry,37,medium,Nigeria,83534.33
phd,9,marketing,senior,31,large,Germany,196494.96
phd,10,marketing,intermediate,17,micro,Nigeria,76310.01
bachelors,8,finance,senior,21,medium,Indonesia,151325.09
phd,10,it,intermediate,23,micro,Japan,108253.39
masters,12,research,intermediate,6,small,Philippines,73574.53
masters,11,engineering,senior,4,medium,dr_congo,116226.0
masters,10,law,senior,4,medium,Philippines,143444.64
masters,8,engineering,entry,34,large,Iran,109905.56
masters,9,marketing,entry,8,medium,India,49461.36
phd,12,sales,entry,14,large,Germany,93729.51
bachelors,8,medicine,entry,26,medium,Indonesia,100801.81
phd,9,marketing,intermediate,15,small,Ethiopia,77919.7
bachelors,10,education,senior,31,micro,Indonesia,98011.59
masters,9,finance,intermediate,37,micro,Russia,112624.67
masters,8,sales,intermediate,33,medium,Pakistan,96750.13
masters,10,sales,entry,25,small,Vietnam,64839.75
bachelors,12,it,entry,26,micro,Russia,79923.75
masters,9,marketing,senior,36,large,Russia,195022.06
masters,9,marketing,entry,4,large,Pakistan,47706.07
phd,10,law,entry,32,medium,Canada,130373.94
masters,12,design,entry,37,large,Bangladesh,122761.44
phd,12,marketing,intermediate,39,small,USA,151903.64
phd,7,medicine,intermediate,38,small,Thailand,145616.74
bachelors,12,sales,intermediate,34,medium,Nigeria,120204.38
phd,11,research,senior,9,small,Vietnam,140373.09
bachelors,8,engineering,senior,25,small,Germany,118410.84
masters,8,design,entry,12,large,Germany,57550.54
phd,6,marketing,entry,38,small,USA,91361.87
masters,11,research,senior,20,large,Ethiopia,194908.9
phd,10,sales,intermediate,12,small,Russia,83673.44
phd,11,law,senior,17,large,Thailand,202648.44
phd,9,law,entry,26,micro,Turkey,88457.89
masters,7,education,entry,8,small,Germany,35014.75
masters,7,engineering,senior,17,small,Thailand,106660.79
masters,9,law,entry,29,micro,Nigeria,92286.28
phd,8,medicine,entry,1,small,Philippines,53288.07
bachelors,9,sales,intermediate,8,large,Thailand,74417.7
masters,6,engineering,entry,35,small,Germany,77581.61
phd,10,marketing,senior,5,small,Philippines,102934.6
bachelors,11,it,senior,10,large,Japan,168069.41
masters,10,design,entry,29,small,Russia,87147.43
bachelors,9,design,senior,31,medium,Iran,135922.98
masters,12,engineering,entry,23,small,Pakistan,82453.19
bachelors,9,medicine,senior,16,small,Nigeria,135230.45
bachelors,9,marketing,entry,11,micro,Thailand,41638.06
bachelors,9,design,entry,3,large,Vietnam,39633.51
masters,8,design,intermediate,13,medium,Germany,80295.23
phd,8,engineering,intermediate,10,large,Pakistan,108684.36
masters,9,research,entry,2,medium,Bangladesh,43370.33
bachelors,9,it,entry,12,large,Japan,69406.88
masters,10,medicine,senior,25,micro,Turkey,160218.08
bachelors,7,it,entry,7,micro,Thailand,32514.48
bachelors,7,sales,senior,10,large,USA,97624.34
bachelors,8,marketing,intermediate,9,small,Iran,60485.06
phd,12,design,intermediate,26,micro,Philippines,103678.7
phd,9,education,entry,27,small,Indonesia,79062.17
bachelors,6,marketing,intermediate,26,small,Germany,78508.42
phd,8,medicine,entry,24,micro,Turkey,84938.91
masters,9,education,senior,14,medium,dr_congo,101253.75
bachelors,11,it,entry,27,medium,Ethiopia,89974.13
bachelors,8,sales,senior,22,micro,China,92904.37
masters,11,design,intermediate,19,micro,Vietnam,73896.22
phd,8,medicine,entry,7,micro,dr_congo,60071.08
phd,10,engineering,entry,13,micro,Brazil,68770.07
phd,9,marketing,senior,6,small,Bangladesh,99749.44
masters,10,engineering,senior,21,medium,Indonesia,148753.38
phd,9,medicine,intermediate,21,small,Turkey,125340.19
bachelors,7,marketing,entry,14,small,Indonesia,42422.96
bachelors,8,education,entry,0,small,Ethiopia,20906.03
bachelors,12,it,entry,3,medium,Iran,46671.92
phd,9,medicine,intermediate,15,small,Egypt,121946.43
phd,7,research,intermediate,31,large,Japan,150338.14
masters,8,it,intermediate,30,large,USA,142347.92
bachelors,9,finance,senior,24,micro,Egypt,123614.54
masters,11,finance,entry,40,medium,Ethiopia,139173.89
phd,8,research,senior,16,medium,Vietnam,144661.79
bachelors,11,engineering,senior,34,small,Ethiopia,141021.33
masters,9,engineering,senior,16,large,Japan,160104.05
phd,12,finance,senior,21,micro,Pakistan,153732.61
bachelors,9,marketing,senior,28,large,Philippines,166542.94
bachelors,9,engineering,senior,12,large,Canada,137657.42
masters,11,education,intermediate,32,micro,Germany,96042.5
bachelors,11,research,intermediate,24,small,Ethiopia,96838.96
phd,9,marketing,senior,38,medium,Pakistan,171302.15
phd,7,marketing,entry,3,small,Indonesia,37887.3
bachelors,8,it,intermediate,30,micro,Germany,85765.42
masters,8,design,senior,5,medium,Pakistan,101882.3
phd,10,it,intermediate,3,micro,Philippines,78736.53
phd,11,medicine,senior,5,large,USA,212240.46
masters,11,finance,intermediate,24,micro,Indonesia,109263.37
phd,10,finance,entry,4,large,USA,84408.79
phd,11,finance,entry,22,micro,Bangladesh,85591.7
phd,6,design,entry,33,micro,Canada,77152.44
phd,9,education,entry,0,large,Egypt,46670.34
masters,6,marketing,senior,39,micro,China,119620.63
bachelors,8,finance,senior,12,medium,USA,112166.04
phd,10,education,senior,3,medium,Vietnam,104979.52
bachelors,11,sales,intermediate,28,large,India,108985.29
bachelors,11,medicine,entry,0,large,Iran,49318.62
phd,7,research,intermediate,3,small,Thailand,67555.55
phd,12,marketing,entry,37,large,Indonesia,154114.42
phd,10,education,entry,19,medium,Japan,69251.48
bachelors,10,finance,intermediate,27,micro,Turkey,95469.27
masters,6,it,entry,28,small,Bangladesh,80097.08
bachelors,9,sales,senior,15,medium,Bangladesh,104745.55
phd,12,education,entry,5,small,Germany,46489.7
bachelors,12,marketing,intermediate,13,large,Bangladesh,105785.79
masters,11,sales,intermediate,2,micro,Pakistan,51072.34
bachelors,10,design,entry,4,small,Canada,32911.83
bachelors,10,it,senior,12,small,Russia,128721.24
phd,7,education,entry,4,micro,Nigeria,35344.06
bachelors,6,research,senior,1,medium,Philippines,86630.58
masters,11,marketing,intermediate,17,large,Ethiopia,105975.01
bachelors,11,law,intermediate,8,large,Vietnam,101227.96
masters,7,design,entry,31,large,Pakistan,92898.38
phd,8,medicine,senior,26,large,India,229808.67
masters,8,law,senior,21,large,China,175574.42
masters,11,engineering,senior,0,medium,Brazil,103710.86
masters,8,marketing,intermediate,29,micro,Germany,88975.46
phd,10,medicine,entry,34,micro,Egypt,109377.18
masters,12,design,entry,20,medium,China,77538.07
phd,12,law,senior,14,small,Thailand,174272.82
masters,10,research,intermediate,27,large,Egypt,139349.87
phd,10,law,entry,0,medium,Germany,57215.0
masters,8,law,senior,17,medium,Indonesia,155621.76
bachelors,8,engineering,intermediate,17,micro,dr_congo,65891.63
masters,9,engineering,senior,22,large,China,183572.51
masters,11,engineering,intermediate,17,medium,Russia,109220.69
bachelors,10,medicine,senior,24,micro,Japan,154303.39
bachelors,12,finance,intermediate,16,micro,Brazil,81397.65
phd,10,it,intermediate,33,small,dr_congo,134456.54
bachelors,11,finance,intermediate,34,micro,Russia,118955.58
masters,12,finance,entry,26,large,USA,127139.78
masters,11,finance,intermediate,15,large,dr_congo,126640.78
masters,8,sales,senior,15,small,India,100805.03
phd,9,finance,senior,24,small,Brazil,169872.0
masters,8,sales,intermediate,14,large,Vietnam,88824.8
phd,6,medicine,intermediate,19,small,dr_congo,106666.59
phd,11,engineering,senior,21,medium,Iran,163041.13
bachelors,12,it,senior,34,micro,Brazil,151817.85
bachelors,10,sales,intermediate,40,small,Iran,97844.03
masters,10,engineering,entry,21,small,Thailand,66708.1
masters,9,sales,senior,32,medium,dr_congo,147552.84
bachelors,10,education,senior,40,large,Iran,165568.36
bachelors,8,marketing,entry,8,small,India,34494.75
phd,8,medicine,entry,26,large,Pakistan,131725.49
masters,7,research,senior,25,medium,Canada,124668.21
phd,6,engineering,senior,21,medium,China,119877.09
phd,11,finance,intermediate,32,micro,Indonesia,124048.59
masters,12,it,senior,35,medium,Thailand,208995.94
phd,9,law,entry,3,large,Japan,79706.68
masters,6,engineering,senior,25,large,Nigeria,157180.82
bachelors,6,engineering,entry,19,large,Pakistan,70657.27
masters,7,education,senior,14,micro,Egypt,83543.28
masters,8,law,intermediate,8,micro,China,65595.29
phd,7,sales,entry,38,large,China,117285.47
bachelors,10,marketing,intermediate,13,small,Bangladesh,65642.9
phd,10,it,entry,3,large,Bangladesh,75840.24
masters,10,design,entry,8,large,Thailand,65116.47
masters,12,law,entry,5,large,India,70013.13
phd,8,finance,entry,2,micro,Philippines,41709.27
phd,8,finance,senior,19,small,Nigeria,144998.5
bachelors,11,finance,senior,40,micro,Russia,163826.87
masters,7,marketing,intermediate,4,large,Brazil,77207.28
phd,10,design,entry,16,small,Indonesia,71352.21
phd,9,research,senior,20,medium,Philippines,153863.63
phd,7,law,intermediate,3,micro,Iran,65899.1
phd,10,law,entry,14,large,Pakistan,111472.22
bachelors,11,research,intermediate,0,large,Pakistan,68459.82
bachelors,10,design,entry,20,medium,Brazil,65032.48
phd,11,it,entry,19,micro,Iran,75112.54
bachelors,12,marketing,intermediate,37,large,Ethiopia,151958.78
phd,8,engineering,senior,4,large,Iran,138926.76
bachelors,9,medicine,senior,7,large,Thailand,169990.83
phd,6,finance,intermediate,0,large,Japan,82402.74
masters,9,medicine,senior,4,small,Thailand,120465.47
bachelors,9,finance,intermediate,21,medium,Bangladesh,97120.49
masters,12,law,entry,29,medium,Russia,121025.11
masters,8,medicine,entry,17,micro,Russia,68339.33
phd,7,law,entry,8,small,Ethiopia,57117.59
phd,8,education,senior,4,micro,USA,75671.48
bachelors,7,design,senior,15,small,Nigeria,99583.64
masters,12,law,intermediate,15,medium,Ethiopia,117576.85
phd,8,engineering,entry,16,medium,USA,76811.41
masters,12,medicine,senior,11,micro,Mexico,140132.54
phd,11,research,senior,30,micro,Indonesia,134187.87
masters,11,sales,senior,1,small,Indonesia,80394.01
masters,12,medicine,senior,16,large,Thailand,206550.49
bachelors,7,sales,intermediate,20,medium,Russia,71934.18
phd,7,finance,intermediate,2,small,Egypt,74399.99
bachelors,12,research,senior,25,micro,Germany,124198.46
masters,7,engineering,senior,21,small,Japan,124387.53
masters,10,marketing,intermediate,1,large,Nigeria,80286.06
bachelors,6,research,intermediate,7,medium,dr_congo,62794.62
masters,12,design,entry,40,large,Russia,129109.41
phd,8,medicine,intermediate,35,micro,Bangladesh,142886.6
bachelors,9,law,intermediate,12,medium,Turkey,84830.22
bachelors,12,design,entry,35,micro,India,81560.06
masters,8,law,intermediate,4,micro,Nigeria,56781.81
phd,8,education,senior,23,small,Philippines,101920.57
bachelors,10,engineering,senior,33,micro,Pakistan,119413.24
bachelors,9,law,intermediate,31,medium,Thailand,129383.22
masters,12,research,entry,32,medium,Philippines,117123.59
phd,11,finance,entry,5,medium,Pakistan,75421.86
masters,7,design,entry,0,small,Germany,27084.83
bachelors,6,research,entry,36,micro,Ethiopia,64822.11
bachelors,10,it,intermediate,22,micro,Indonesia,82161.43
phd,11,design,intermediate,33,large,India,169549.58
bachelors,7,sales,entry,5,medium,Russia,32429.14
masters,6,it,intermediate,9,small,Germany,70209.5
phd,7,engineering,senior,1,medium,Vietnam,106233.47
masters,10,design,senior,2,large,Turkey,113469.88
phd,12,education,entry,11,small,Mexico,60534.49
phd,9,law,intermediate,30,large,dr_congo,193387.44
bachelors,11,marketing,senior,17,medium,China,122229.98
bachelors,7,research,intermediate,16,medium,Iran,71106.53
bachelors,7,engineering,intermediate,30,large,Ethiopia,133038.42
masters,11,education,entry,9,medium,Brazil,50001.35
masters,10,sales,senior,26,small,dr_congo,124250.28
bachelors,11,it,senior,15,medium,Canada,131560.7
phd,10,medicine,entry,23,micro,Russia,90456.31
masters,9,research,entry,5,small,Philippines,39923.98
bachelors,11,marketing,entry,29,large,China,100175.06
bachelors,11,design,senior,36,medium,Vietnam,154717.9
bachelors,10,law,entry,5,medium,Vietnam,48252.95
phd,6,education,intermediate,29,medium,Indonesia,92083.18
bachelors,6,finance,intermediate,39,small,Russia,101372.57
bachelors,8,marketing,intermediate,4,medium,Germany,56225.88
bachelors,6,engineering,entry,38,small,Bangladesh,84904.1
bachelors,7,finance,entry,0,micro,Germany,25467.63
phd,6,research,intermediate,0,medium,India,62477.51
masters,6,engineering,senior,23,medium,Thailand,121603.88
bachelors,12,medicine,entry,34,large,Philippines,171544.29
bachelors,6,it,senior,4,large,Nigeria,116239.1
masters,7,medicine,entry,30,small,Indonesia,103960.02
masters,6,marketing,entry,11,micro,Germany,37546.68
bachelors,11,engineering,senior,34,small,Japan,160671.23
phd,12,marketing,senior,17,small,Thailand,149363.03
bachelors,7,education,entry,39,micro,Russia,60007.39
phd,11,sales,entry,33,micro,Pakistan,79986.66
phd,8,law,entry,34,small,India,125129.99
bachelors,7,engineering,senior,11,micro,Mexico,76504.1
bachelors,10,design,entry,34,micro,Philippines,77907.15
phd,8,marketing,intermediate,24,micro,dr_congo,84848.11
bachelors,6,law,entry,16,micro,USA,53768.37
phd,11,law,entry,25,small,Thailand,118108.05
bachelors,10,medicine,intermediate,23,large,Indonesia,150209.64
bachelors,12,engineering,intermediate,12,small,Thailand,86721.96
masters,7,marketing,intermediate,17,medium,Brazil,81475.28
masters,9,design,senior,24,micro,Canada,110969.96
masters,9,research,entry,7,medium,Thailand,52187.46
phd,6,it,intermediate,30,medium,Iran,111089.12
masters,9,finance,senior,24,medium,Nigeria,142839.44
bachelors,7,design,intermediate,28,small,Japan,89406.53
phd,12,finance,senior,24,large,Brazil,240282.01
phd,6,law,entry,32,large,Vietnam,138362.58
phd,8,research,intermediate,5,micro,Japan,68736.88
bachelors,10,finance,entry,18,micro,Egypt,61369.92
phd,10,sales,intermediate,31,micro,China,85247.41
phd,9,law,senior,20,micro,China,146959.93
bachelors,12,finance,intermediate,35,small,Bangladesh,134800.77
bachelors,10,it,senior,24,micro,Indonesia,119538.29
masters,10,design,entry,15,large,Indonesia,76132.67
masters,7,design,intermediate,7,micro,Russia,46944.56
bachelors,8,education,entry,30,medium,Iran,74931.46
phd,11,it,senior,15,micro,dr_congo,121711.42
masters,9,finance,entry,36,medium,Japan,117197.29
phd,6,design,senior,25,medium,Pakistan,120133.16
masters,9,medicine,senior,10,small,China,147357.88
masters,12,education,entry,16,micro,Nigeria,48750.78
phd,9,finance,intermediate,9,medium,Philippines,106826.33
phd,7,marketing,senior,19,medium,Canada,123292.79
bachelors,11,marketing,intermediate,1,small,Germany,50589.48
masters,6,marketing,intermediate,10,medium,Egypt,67079.51
bachelors,6,finance,senior,22,micro,Brazil,99165.8
masters,7,sales,intermediate,19,small,Indonesia,72348.81
phd,7,marketing,senior,33,micro,Vietnam,123014.03
phd,12,engineering,intermediate,13,medium,India,106773.9
masters,8,design,intermediate,19,small,Vietnam,78627.15
bachelors,8,education,intermediate,23,micro,Pakistan,68258.03
bachelors,10,medicine,entry,32,medium,Pakistan,113855.02
phd,8,it,entry,11,small,Japan,71380.49
masters,11,law,entry,24,small,Nigeria,96251.59
masters,11,design,senior,20,micro,Philippines,114342.55
phd,6,medicine,intermediate,31,small,Bangladesh,124207.47
masters,11,research,entry,26,small,Brazil,79719.75
bachelors,7,research,intermediate,34,micro,Nigeria,82586.23
phd,11,engineering,intermediate,18,small,Iran,109797.85
bachelors,10,marketing,senior,19,large,USA,149077.8
masters,8,engineering,intermediate,28,micro,Russia,87304.72
masters,10,it,entry,39,large,China,155501.04
masters,11,education,senior,32,small,Nigeria,140801.82
masters,12,research,senior,11,micro,Bangladesh,103492.64
masters,11,law,intermediate,6,micro,dr_congo,69603.35
phd,8,finance,intermediate,33,small,Germany,135024.3
masters,12,finance,entry,19,large,dr_congo,100810.77
phd,12,marketing,intermediate,11,small,Russia,95241.92
bachelors,8,medicine,entry,15,large,Iran,79579.96
bachelors,6,finance,senior,34,medium,Brazil,154136.51
phd,6,medicine,senior,3,small,Vietnam,108752.99
bachelors,12,education,entry,6,micro,Turkey,32773.23
masters,8,engineering,intermediate,30,micro,Nigeria,86883.43
bachelors,8,engineering,senior,4,large,Ethiopia,117376.53
masters,6,sales,senior,38,large,Iran,140151.14
phd,11,education,entry,38,small,Philippines,94459.24
bachelors,12,marketing,entry,34,small,China,84218.62
bachelors,11,it,senior,0,small,Brazil,98321.57
masters,10,research,intermediate,31,small,Pakistan,114607.35
masters,10,design,senior,30,micro,Bangladesh,124931.13
phd,8,engineering,senior,22,large,Japan,192809.97
phd,11,research,entry,7,micro,Germany,54438.73
phd,12,sales,entry,2,medium,Vietnam,54759.19
phd,10,law,intermediate,8,large,Thailand,130636.55
phd,12,marketing,entry,29,micro,Russia,94940.5
phd,9,research,senior,8,micro,Egypt,100739.36
bachelors,8,sales,senior,39,large,Nigeria,160048.84
masters,9,education,senior,24,large,Philippines,158779.58
masters,10,education,intermediate,13,micro,India,63770.18
phd,6,sales,senior,6,small,Turkey,75855.74
bachelors,6,marketing,intermediate,30,large,Canada,116082.35
bachelors,12,research,intermediate,38,small,Indonesia,137767.79
phd,10,medicine,intermediate,24,medium,Ethiopia,168266.84
phd,11,sales,intermediate,36,large,Philippines,165414.02
masters,8,it,intermediate,31,small,Germany,112482.04
masters,9,finance,intermediate,35,micro,Turkey,108799.02
masters,10,finance,senior,5,micro,Germany,107758.84
phd,8,marketing,intermediate,6,small,Pakistan,62356.79
masters,11,sales,entry,40,small,Canada,93381.52
masters,12,education,entry,18,small,Pakistan,55947.21
masters,9,finance,entry,3,micro,Russia,38961.36
phd,7,education,intermediate,26,medium,USA,96916.37
bachelors,11,research,entry,30,large,Thailand,107574.71
phd,11,medicine,senior,6,small,Germany,146522.93
masters,12,engineering,entry,6,large,Germany,63042.61
bachelors,6,design,senior,21,medium,Vietnam,115582.31
phd,12,finance,senior,1,small,Mexico,136455.16
masters,9,medicine,senior,11,medium,Ethiopia,145191.72
bachelors,9,it,intermediate,10,small,India,72257.81
bachelors,6,marketing,entry,22,small,Bangladesh,50802.04
masters,7,education,intermediate,7,large,Nigeria,75109.56
masters,6,medicine,senior,9,small,Thailand,113300.94
masters,7,law,senior,36,large,Mexico,215546.25
phd,12,sales,senior,18,small,China,137614.33
bachelors,12,engineering,entry,6,micro,Nigeria,37371.64
masters,9,research,entry,1,micro,Nigeria,33331.73
bachelors,7,research,senior,37,medium,Germany,155880.93
bachelors,11,it,senior,15,large,Indonesia,166556.09
bachelors,12,engineering,senior,7,micro,India,93988.21
bachelors,8,medicine,entry,40,micro,Canada,110031.92
bachelors,10,law,entry,4,micro,India,39444.28
bachelors,12,medicine,intermediate,3,small,Japan,81759.84
bachelors,12,design,intermediate,24,large,Pakistan,121711.92
masters,11,engineering,entry,7,micro,Thailand,45696.88
masters,12,sales,senior,28,small,Philippines,121459.59
masters,12,law,intermediate,8,small,Russia,93488.77
phd,10,medicine,senior,2,large,Germany,166472.95
masters,8,design,intermediate,11,micro,Indonesia,62652.31
bachelors,8,education,intermediate,28,medium,Thailand,81359.68
phd,6,sales,intermediate,2,large,Canada,65280.98
masters,6,medicine,intermediate,20,large,USA,125849.4
masters,9,design,intermediate,10,micro,Thailand,65342.16
phd,10,design,entry,24,micro,Nigeria,78660.95
bachelors,10,research,senior,17,large,Bangladesh,172797.74
masters,6,engineering,intermediate,4,small,Bangladesh,57557.97
bachelors,7,marketing,intermediate,39,micro,Russia,93199.32
masters,12,finance,entry,2,large,Pakistan,56944.97
bachelors,8,education,senior,17,medium,Indonesia,107041.89
masters,9,law,entry,21,medium,USA,85406.73
bachelors,6,marketing,intermediate,22,micro,Canada,66800.67
masters,7,finance,entry,9,small,Russia,44680.6
bachelors,7,sales,senior,24,large,Canada,120283.74
bachelors,7,education,senior,19,micro,Germany,73689.89
bachelors,6,finance,intermediate,13,large,dr_congo,85893.52
phd,11,law,senior,21,medium,Iran,183587.85
phd,9,engineering,entry,31,small,Egypt,92512.67
phd,7,education,senior,7,small,Russia,86449.86
bachelors,8,education,intermediate,35,small,Brazil,81367.37
masters,6,medicine,intermediate,21,small,Thailand,108487.25
bachelors,9,marketing,entry,27,medium,Japan,73517.7
bachelors,7,engineering,entry,34,micro,Bangladesh,70178.82
phd,12,marketing,intermediate,18,small,Thailand,98236.69
masters,7,law,senior,25,small,Japan,135196.37
bachelors,12,law,intermediate,18,small,Thailand,99819.05
masters,6,education,intermediate,32,small,Canada,71447.89
phd,9,marketing,intermediate,7,small,Bangladesh,74313.78
phd,8,sales,entry,30,medium,Indonesia,81298.92
phd,11,marketing,intermediate,24,micro,Ethiopia,99051.46
masters,8,it,senior,32,small,India,135198.88
masters,9,sales,intermediate,33,large,Germany,124022.29
phd,11,it,intermediate,21,medium,Pakistan,137826.39
bachelors,11,medicine,entry,5,large,Bangladesh,73609.68
masters,6,medicine,senior,40,medium,India,178175.61
masters,12,engineering,intermediate,8,large,Iran,105713.2
bachelors,7,law,senior,40,small,China,145987.72
bachelors,11,marketing,senior,39,small,Canada,154886.05
masters,7,law,senior,40,micro,Japan,135811.93
phd,7,marketing,entry,34,small,Japan,93262.41
phd,8,marketing,intermediate,23,small,Canada,94133.03
bachelors,8,engineering,intermediate,10,small,dr_congo,59504.32
masters,8,finance,entry,2,small,Ethiopia,38500.16
masters,8,finance,senior,20,small,Brazil,129787.07
bachelors,12,it,entry,27,small,Bangladesh,98998.23
phd,8,design,senior,8,small,China,105998.13
masters,7,engineering,intermediate,31,small,Nigeria,108073.01
bachelors,12,education,senior,10,micro,Japan,94985.04
bachelors,7,education,entry,11,medium,USA,43276.63
bachelors,6,education,intermediate,27,large,Mexico,98534.27
bachelors,12,marketing,intermediate,12,micro,Egypt,64703.94
masters,8,design,entry,0,small,India,27348.71
phd,7,law,senior,21,medium,dr_congo,175377.54
phd,9,engineering,intermediate,14,large,Mexico,131704.89
phd,8,education,senior,2,medium,Canada,90343.72
bachelors,6,it,senior,29,medium,Indonesia,138537.08
bachelors,8,education,intermediate,8,small,Iran,51326.72
bachelors,12,research,entry,18,small,Vietnam,72301.63
bachelors,8,it,intermediate,9,micro,Ethiopia,59683.29
bachelors,12,medicine,senior,13,large,China,211422.44
bachelors,8,sales,intermediate,36,medium,Mexico,105816.59
masters,8,design,intermediate,39,micro,Indonesia,104875.63
masters,9,engineering,intermediate,37,large,Egypt,163002.34
masters,11,law,entry,35,micro,Iran,107513.67
masters,7,marketing,senior,16,medium,Iran,108870.52
masters,9,medicine,intermediate,35,large,Canada,181724.41
phd,11,finance,senior,21,medium,Japan,187473.1
masters,10,design,senior,40,micro,Russia,137123.55
bachelors,12,law,intermediate,29,micro,Russia,112817.61
masters,12,design,senior,31,large,Mexico,220223.19
phd,7,research,intermediate,18,micro,Thailand,85469.58
phd,8,finance,intermediate,5,medium,India,90221.45
bachelors,8,finance,entry,8,small,Bangladesh,44937.5
masters,6,it,entry,2,small,Vietnam,37249.93
phd,11,it,entry,23,small,India,108513.66
bachelors,6,medicine,entry,30,large,USA,104379.34
masters,10,research,senior,32,large,Japan,206143.67
