degree,hours_daily,field,job_level,yrs_experience,company_size,country,salary_usd
bachelors,11,engineering,intermediate,13,small,Mexico,78470.35
phd,11,it,senior,35,small,Philippines,209027.24
bachelors,11,engineering,intermediate,1,micro,Japan,50565.37
phd,12,design,intermediate,4,small,Bangladesh,75018.38
masters,12,marketing,entry,9,small,Iran,52671.99
masters,7,it,intermediate,25,large,Indonesia,120955.07
bachelors,11,medicine,senior,37,medium,Turkey,234321.49
bachelors,10,marketing,senior,2,large,Pakistan,121323.45
masters,7,marketing,entry,22,micro,Indonesia,53763.32
masters,6,finance,senior,38,large,Pakistan,204926.27
bachelors,7,marketing,intermediate,25,medium,Russia,88398.28
bachelors,12,it,entry,34,medium,China,110182.95
bachelors,6,law,entry,2,large,Iran,40298.89
masters,11,law,senior,40,medium,Philippines,240091.95
phd,8,medicine,intermediate,7,micro,Vietnam,77855.76
phd,8,medicine,entry,7,large,Pakistan,99392.18
phd,8,finance,entry,25,medium,Canada,96004.51
bachelors,10,sales,entry,34,large,Indonesia,95988.91
masters,12,education,senior,0,large,Pakistan,112421.91
masters,7,sales,entry,8,small,Ethiopia,39233.74
phd,6,sales,senior,27,micro,Brazil,97697.57
masters,12,marketing,entry,27,micro,Vietnam,74152.12
masters,7,sales,intermediate,6,medium,Japan,51972.01
bachelors,9,engineering,entry,27,small,Philippines,72547.07
bachelors,12,research,entry,32,medium,Mexico,98563.88
bachelors,8,education,entry,40,large,Ethiopia,92808.83
phd,10,medicine,senior,6,medium,Ethiopia,164614.4
masters,12,education,entry,18,medium,DR Congo,68691.32
bachelors,9,marketing,senior,2,large,Vietnam,102864.57
masters,10,design,senior,26,medium,Turkey,148253.82
masters,11,sales,senior,21,large,Japan,146944.82
masters,7,marketing,entry,32,large,Pakistan,92075.91
phd,9,design,entry,6,small,Nigeria,50580.38
masters,9,sales,senior,15,micro,Thailand,91798.24
phd,8,law,senior,13,micro,Brazil,133771.84
masters,8,design,intermediate,36,small,DR Congo,96203.45
bachelors,12,marketing,senior,38,medium,Japan,171308.56
masters,10,design,intermediate,7,large,India,95989.93
bachelors,10,sales,intermediate,36,micro,Egypt,87729.24
masters,12,marketing,intermediate,22,large,Japan,140948.21
bachelors,12,engineering,entry,31,small,USA,94160.98
phd,9,education,senior,9,large,Canada,139678.16
masters,12,law,intermediate,0,large,Pakistan,108390.88
masters,9,sales,senior,5,micro,DR Congo,69786.27
phd,9,medicine,senior,37,large,Mexico,293107.37
masters,9,design,senior,23,large,Turkey,144221.74
masters,12,marketing,senior,37,small,Indonesia,169785.8
bachelors,6,education,intermediate,12,micro,Thailand,48967.92
phd,12,research,entry,4,small,Vietnam,54001.4
bachelors,6,education,senior,12,micro,Turkey,65248.95
masters,8,engineering,intermediate,39,small,Mexico,117816.39
phd,9,research,intermediate,8,micro,Japan,67478.96
masters,9,it,senior,13,small,DR Congo,115820.09
bachelors,12,marketing,senior,32,large,Canada,189921.25
masters,7,medicine,intermediate,11,small,Egypt,90079.9
masters,11,medicine,senior,34,medium,Brazil,204427.83
masters,6,it,senior,39,small,Iran,142616.36
bachelors,12,law,intermediate,2,small,Vietnam,67166.47
bachelors,11,medicine,senior,29,micro,Egypt,177331.6
masters,8,finance,senior,4,medium,Mexico,103875.72
phd,12,finance,entry,4,large,Vietnam,88679.18
masters,7,design,senior,8,small,Brazil,81207.85
phd,7,law,entry,39,small,Bangladesh,109619.93
phd,6,it,intermediate,3,medium,Germany,76560.17
phd,9,sales,entry,10,large,Thailand,65554.88
bachelors,9,finance,entry,15,micro,Brazil,55326.22
bachelors,7,marketing,intermediate,7,large,Russia,71537.23
masters,7,medicine,entry,30,micro,DR Congo,79237.51
phd,11,law,entry,17,medium,Indonesia,115906.87
phd,6,finance,entry,34,micro,Turkey,92471.87
phd,11,engineering,entry,3,micro,Mexico,51728.39
bachelors,6,law,intermediate,19,small,Brazil,85381.63
bachelors,9,marketing,senior,31,medium,Turkey,152321.69
masters,9,medicine,senior,33,micro,Indonesia,153686.86
masters,11,research,intermediate,9,micro,Russia,63604.74
masters,10,engineering,intermediate,27,medium,Iran,117882.16
masters,6,marketing,entry,38,large,India,106989.77
phd,11,education,intermediate,20,small,Turkey,88728.81
phd,8,medicine,entry,13,micro,Nigeria,65256.7
phd,11,sales,entry,35,small,Vietnam,105300.19
bachelors,6,research,senior,36,large,Mexico,152762.58
phd,8,education,entry,5,medium,India,46762.15
phd,7,sales,intermediate,20,medium,Thailand,92151.58
masters,9,design,entry,26,micro,Bangladesh,58028.09
bachelors,11,marketing,senior,27,small,Russia,120341.52
masters,12,sales,intermediate,17,micro,Indonesia,79133.57
phd,12,engineering,entry,31,large,Nigeria,138264.29
bachelors,11,research,senior,21,medium,Philippines,144600.73
masters,11,education,senior,26,medium,Pakistan,134090.36
phd,9,education,entry,30,micro,Ethiopia,77354.93
masters,7,law,intermediate,21,medium,Philippines,113198.87
phd,9,it,entry,4,medium,Brazil,59828.3
masters,6,law,senior,12,medium,Ethiopia,126596.54
phd,10,medicine,intermediate,30,micro,Brazil,138990.13
masters,6,finance,entry,0,small,Iran,28774.56
masters,6,design,entry,14,medium,DR Congo,55422.7
phd,9,education,intermediate,34,medium,Germany,118655.24
phd,8,sales,intermediate,25,micro,Brazil,73516.5
bachelors,8,law,senior,10,micro,Brazil,101253.63
bachelors,8,design,intermediate,13,medium,Indonesia,67362.58
bachelors,10,medicine,entry,13,micro,Germany,64055.47
phd,6,sales,entry,20,micro,Pakistan,54604.04
masters,7,it,intermediate,38,large,Philippines,173507.69
phd,11,research,entry,34,small,Mexico,103681.17
bachelors,7,it,intermediate,34,large,China,138882.03
phd,12,engineering,senior,1,large,Germany,167093.66
masters,7,design,intermediate,6,small,Iran,50689.97
phd,10,medicine,intermediate,8,small,USA,101114.63
phd,10,education,intermediate,24,medium,Ethiopia,113925.72
phd,12,marketing,entry,18,large,Vietnam,112874.61
bachelors,11,finance,entry,16,small,China,66824.26
bachelors,7,sales,entry,32,medium,Iran,67217.93
masters,11,design,entry,11,medium,Brazil,63414.19
masters,12,sales,intermediate,3,micro,Vietnam,56245.94
bachelors,12,finance,entry,20,micro,Mexico,70822.36
bachelors,6,sales,entry,0,large,India,29188.55
phd,10,marketing,entry,15,large,Turkey,85962.03
bachelors,10,medicine,intermediate,20,large,Egypt,141647.42
phd,9,education,intermediate,3,large,China,86387.17
phd,12,law,entry,32,small,Bangladesh,146104.71
phd,7,medicine,senior,24,micro,Bangladesh,157116.79
masters,6,sales,senior,7,small,Iran,70688.68
phd,8,education,senior,39,medium,China,142480.22
masters,8,engineering,senior,18,small,Iran,111326.94
bachelors,6,sales,entry,1,large,Canada,27922.62
phd,9,marketing,entry,21,large,Ethiopia,95798.37
phd,9,design,intermediate,20,medium,Philippines,93731.76
masters,11,it,intermediate,4,small,Brazil,81053.02
bachelors,9,marketing,intermediate,34,medium,China,110549.54
masters,10,medicine,entry,8,micro,Ethiopia,60716.04
phd,11,medicine,senior,8,large,Vietnam,208786.19
masters,12,education,senior,13,large,Egypt,153516.33
bachelors,8,marketing,intermediate,17,micro,Germany,63516.98
phd,9,medicine,entry,15,micro,Nigeria,78562.0
masters,9,education,intermediate,32,micro,Indonesia,78476.78
phd,10,finance,intermediate,36,large,Bangladesh,207938.31
masters,6,design,entry,28,micro,USA,60728.67
masters,12,education,entry,22,small,Egypt,66475.83
masters,12,education,intermediate,30,small,Mexico,104932.23
masters,9,marketing,entry,28,medium,China,83847.03
bachelors,10,sales,senior,22,small,Vietnam,116470.69
phd,9,finance,senior,8,small,Russia,113265.19
masters,10,it,senior,21,micro,Russia,115582.75
phd,9,design,intermediate,26,large,Ethiopia,144396.83
masters,7,sales,intermediate,0,medium,Canada,49514.03
bachelors,9,law,senior,26,medium,Russia,180017.72
phd,12,education,senior,29,small,Mexico,136886.72
phd,8,education,entry,1,large,Brazil,53862.75
masters,12,research,entry,9,medium,Pakistan,68819.1
phd,9,medicine,intermediate,0,large,China,121824.96
masters,11,design,intermediate,33,medium,Japan,122958.71
bachelors,12,medicine,senior,36,large,Nigeria,282791.87
masters,9,finance,senior,36,large,DR Congo,216548.66
bachelors,9,it,senior,21,medium,India,132513.88
phd,9,design,intermediate,35,small,Philippines,115287.11
masters,9,design,senior,30,small,Iran,125301.37
bachelors,7,finance,intermediate,19,large,Russia,100053.34
masters,6,education,intermediate,32,small,Mexico,76858.16
masters,6,it,senior,1,small,Brazil,83671.47
bachelors,11,sales,entry,31,medium,Mexico,83585.58
masters,10,law,intermediate,37,small,Egypt,153114.04
masters,12,sales,intermediate,33,small,Egypt,102313.63
phd,8,it,entry,7,small,DR Congo,57575.13
bachelors,7,it,intermediate,12,micro,Bangladesh,62628.87
masters,11,sales,intermediate,26,large,Russia,129327.02
bachelors,9,sales,intermediate,6,medium,Pakistan,61292.03
bachelors,6,law,intermediate,40,large,Nigeria,173678.83
masters,6,research,entry,22,medium,USA,71793.63
phd,12,design,intermediate,29,medium,Egypt,143888.14
bachelors,11,law,intermediate,25,micro,USA,105703.05
bachelors,6,law,intermediate,7,large,China,86625.53
phd,12,research,senior,25,large,Germany,204843.02
phd,6,sales,entry,32,large,Brazil,97689.77
phd,12,education,intermediate,7,small,Philippines,81165.67
phd,6,research,senior,25,micro,Vietnam,117502.14
masters,11,finance,intermediate,4,micro,Mexico,67636.39
masters,8,it,senior,33,medium,Iran,175294.8
bachelors,9,education,intermediate,4,large,India,67460.6
bachelors,10,research,senior,3,medium,Ethiopia,105961.99
masters,11,engineering,intermediate,3,large,Iran,88268.49
phd,9,research,senior,31,small,Germany,143099.67
phd,12,education,entry,17,medium,China,81404.26
phd,10,engineering,senior,34,large,Philippines,213754.36
bachelors,12,research,senior,22,micro,Pakistan,125438.02
bachelors,9,finance,intermediate,13,micro,China,74040.63
phd,12,education,senior,18,medium,Iran,153859.67
phd,9,medicine,senior,30,micro,USA,186951.07
phd,9,research,entry,23,micro,Canada,74404.04
phd,9,sales,senior,27,small,Philippines,117985.24
phd,8,sales,senior,17,medium,Brazil,123407.8
masters,8,marketing,senior,11,micro,Pakistan,93033.41
phd,8,marketing,senior,38,small,Bangladesh,132318.72
masters,7,marketing,senior,15,medium,USA,106922.84
masters,7,engineering,senior,18,small,Russia,109251.57
phd,10,design,intermediate,9,medium,Brazil,89188.39
bachelors,11,engineering,entry,23,micro,Egypt,70904.99
phd,6,medicine,entry,31,small,China,94700.66
bachelors,12,education,intermediate,22,medium,Pakistan,97782.27
masters,11,law,senior,32,medium,Vietnam,193783.57
bachelors,9,design,senior,35,large,Philippines,174850.83
masters,7,design,intermediate,25,medium,Egypt,91129.83
bachelors,8,law,entry,34,small,Mexico,100176.36
phd,6,research,entry,20,micro,Germany,54930.78
masters,8,sales,entry,26,large,Pakistan,86985.22
phd,12,medicine,intermediate,2,micro,Vietnam,88069.78
masters,9,law,entry,3,medium,Vietnam,46268.75
phd,8,law,entry,35,micro,Pakistan,101461.43
masters,6,research,entry,27,small,India,71195.91
masters,9,marketing,entry,16,small,Japan,54002.04
bachelors,10,engineering,intermediate,12,large,Thailand,93639.19
phd,6,design,entry,21,micro,India,60819.29
phd,7,research,intermediate,25,large,DR Congo,139867.32
phd,7,medicine,intermediate,15,large,India,143598.22
bachelors,9,engineering,entry,2,medium,Russia,32419.47
phd,7,education,entry,27,small,Pakistan,72673.41
bachelors,10,law,entry,21,small,Ethiopia,75553.68
bachelors,12,marketing,intermediate,25,small,Egypt,97070.87
phd,7,law,intermediate,36,medium,India,143173.64
phd,9,engineering,senior,15,micro,Pakistan,119711.22
bachelors,8,medicine,entry,10,medium,Mexico,57071.17
phd,12,medicine,senior,2,medium,India,175173.97
bachelors,10,engineering,intermediate,39,medium,Japan,141879.89
masters,9,it,entry,39,micro,Bangladesh,103111.34
masters,8,research,intermediate,1,large,Egypt,69573.23
bachelors,10,research,entry,22,micro,Japan,62956.23
phd,12,finance,senior,34,micro,Mexico,170864.74
phd,7,it,intermediate,24,large,China,130551.78
phd,11,finance,intermediate,3,micro,Iran,72677.32
masters,10,medicine,senior,9,micro,Philippines,115100.49
bachelors,9,sales,intermediate,4,micro,Iran,46036.1
bachelors,12,education,entry,18,medium,Russia,63794.4
masters,11,sales,intermediate,30,medium,Nigeria,107431.09
phd,11,finance,entry,26,small,Russia,102812.04
masters,6,marketing,senior,11,medium,Mexico,100759.42
masters,6,education,senior,0,medium,Canada,68702.41
phd,8,research,intermediate,0,large,Turkey,84913.39
bachelors,10,medicine,intermediate,0,micro,Ethiopia,58740.33
phd,6,marketing,intermediate,9,micro,Brazil,57276.04
bachelors,11,marketing,intermediate,26,micro,Thailand,83827.29
phd,10,it,senior,33,small,Thailand,176393.14
masters,10,engineering,intermediate,39,large,Canada,167780.71
bachelors,6,sales,intermediate,37,medium,Ethiopia,86032.19
phd,11,it,senior,23,micro,DR Congo,146052.19
phd,10,sales,senior,17,micro,Egypt,100255.46
bachelors,11,it,intermediate,24,large,Brazil,155247.14
masters,9,design,senior,40,medium,Indonesia,156502.04
bachelors,9,finance,senior,15,micro,Philippines,114953.13
masters,10,engineering,entry,0,micro,USA,30802.97
phd,8,medicine,senior,16,medium,Bangladesh,170649.01
bachelors,12,sales,intermediate,9,medium,Mexico,64551.05
masters,10,design,senior,13,large,Canada,151379.31
phd,10,sales,entry,1,micro,Nigeria,33352.72
bachelors,8,design,entry,15,medium,Iran,50890.89
masters,7,education,intermediate,1,large,DR Congo,63942.8
masters,11,law,senior,17,large,Japan,208302.6
bachelors,7,research,entry,16,small,India,47430.9
phd,9,marketing,entry,5,large,Mexico,71114.61
phd,8,it,intermediate,4,small,India,84004.05
bachelors,8,it,entry,39,micro,Nigeria,87001.01
phd,6,it,entry,22,small,Philippines,76285.82
bachelors,9,marketing,senior,38,micro,Thailand,133830.87
masters,7,education,senior,21,small,Iran,103962.94
masters,9,research,entry,1,small,China,38949.8
masters,12,design,entry,37,large,Egypt,125154.17
bachelors,8,research,entry,25,large,Thailand,82289.26
bachelors,7,law,entry,9,large,Vietnam,63696.95
bachelors,9,finance,intermediate,5,small,Mexico,63192.51
bachelors,9,law,intermediate,28,medium,Thailand,138558.55
phd,9,education,intermediate,36,micro,Bangladesh,99466.34
phd,12,medicine,senior,33,large,Russia,325062.21
bachelors,7,marketing,senior,23,micro,Japan,96845.76
phd,10,medicine,intermediate,23,small,Japan,140286.46
phd,10,medicine,senior,26,micro,Bangladesh,166553.37
bachelors,8,medicine,intermediate,24,medium,Egypt,126551.87
bachelors,8,finance,entry,15,large,Russia,69876.18
bachelors,7,design,entry,27,large,Turkey,87185.76
bachelors,9,research,intermediate,20,large,Ethiopia,113452.59
masters,12,medicine,senior,29,medium,USA,229658.5
masters,7,medicine,entry,34,small,Vietnam,94060.88
bachelors,11,engineering,senior,12,small,Indonesia,119324.26
masters,10,design,entry,40,large,Ethiopia,135044.0
bachelors,12,engineering,senior,35,medium,DR Congo,167567.17
phd,11,finance,senior,17,small,Thailand,154839.94
phd,10,sales,intermediate,19,large,Turkey,116573.14
bachelors,6,finance,senior,15,micro,USA,99201.45
bachelors,8,engineering,intermediate,28,small,Mexico,97561.85
bachelors,8,marketing,senior,7,micro,Nigeria,68104.28
phd,10,medicine,intermediate,0,large,Egypt,129802.41
phd,9,education,senior,37,micro,Pakistan,113132.72
phd,8,education,entry,13,large,Nigeria,68167.99
masters,11,medicine,senior,37,small,Japan,231067.19
masters,12,finance,intermediate,0,medium,Ethiopia,83967.41
masters,12,design,intermediate,40,micro,Egypt,120877.28
phd,12,sales,senior,22,small,Germany,121077.31
masters,9,engineering,senior,29,small,Mexico,150919.15
masters,9,marketing,entry,26,micro,Ethiopia,66860.51
bachelors,6,sales,senior,25,micro,Pakistan,82214.36
masters,7,education,senior,27,medium,Brazil,113422.93
masters,11,medicine,intermediate,12,small,Indonesia,95820.35
phd,7,law,intermediate,1,micro,Germany,70088.46
masters,10,marketing,intermediate,29,medium,Egypt,116497.8
phd,6,medicine,intermediate,26,medium,India,143900.18
phd,11,marketing,senior,15,medium,Ethiopia,128606.85
masters,10,engineering,entry,2,micro,Ethiopia,35597.62
bachelors,6,it,intermediate,38,small,Brazil,115490.38
bachelors,10,medicine,entry,36,medium,Brazil,120178.52
masters,6,law,intermediate,22,medium,Turkey,114897.23
phd,6,marketing,senior,11,large,China,128539.09
bachelors,8,law,entry,4,large,Philippines,54328.57
masters,12,finance,intermediate,14,small,India,91571.19
bachelors,6,engineering,entry,21,micro,Turkey,52029.83
bachelors,9,sales,intermediate,39,small,Russia,101240.49
bachelors,8,sales,senior,19,micro,Pakistan,77065.9
bachelors,9,education,intermediate,3,micro,Turkey,42069.61
masters,11,engineering,entry,13,large,Indonesia,75720.39
bachelors,8,law,senior,10,micro,Russia,102415.37
bachelors,10,research,intermediate,34,large,Iran,162393.56
phd,9,sales,intermediate,29,small,Turkey,93328.09
masters,12,engineering,intermediate,31,large,Thailand,155291.38
phd,10,research,senior,16,small,Germany,122240.03
phd,12,law,senior,17,medium,DR Congo,197761.42
masters,7,it,intermediate,18,medium,Vietnam,102659.11
masters,10,it,entry,33,small,Germany,95222.07
bachelors,8,it,entry,6,micro,Canada,37294.63
bachelors,7,engineering,entry,29,large,Thailand,97443.25
phd,12,law,intermediate,4,medium,Nigeria,108014.64
masters,9,finance,intermediate,40,large,Iran,179438.8
masters,9,engineering,senior,35,large,USA,188575.32
bachelors,7,engineering,senior,4,medium,Iran,84277.2
phd,9,design,entry,6,medium,Philippines,52113.15
bachelors,7,education,entry,9,small,Mexico,35677.38
phd,12,it,entry,6,medium,Ethiopia,82675.71
bachelors,9,law,senior,19,micro,Egypt,116411.04
phd,11,design,entry,15,medium,Japan,79980.7
phd,8,research,intermediate,10,medium,Egypt,92383.36
masters,10,research,senior,36,medium,Russia,186370.34
phd,9,law,senior,27,small,Indonesia,157225.2
phd,12,it,entry,3,medium,China,69813.86
phd,11,sales,senior,13,medium,Turkey,121755.1
phd,6,it,senior,37,micro,Turkey,125785.24
masters,11,education,senior,22,medium,Bangladesh,124352.15
masters,10,marketing,senior,24,medium,Indonesia,151052.43
phd,12,it,entry,18,micro,Vietnam,90740.66
masters,11,finance,intermediate,2,medium,Pakistan,75748.13
masters,10,finance,senior,11,small,Nigeria,125948.78
bachelors,7,sales,senior,7,large,Pakistan,88100.88
phd,9,engineering,intermediate,22,large,Bangladesh,148185.0
bachelors,9,design,entry,18,large,Vietnam,69074.49
phd,11,law,senior,21,small,Mexico,165746.13
masters,10,design,senior,38,large,Japan,203732.8
phd,6,research,senior,11,small,Germany,111883.19
phd,12,marketing,intermediate,37,micro,USA,116946.03
masters,8,design,intermediate,13,small,Germany,70811.42
phd,7,law,entry,2,medium,China,52752.49
bachelors,8,it,senior,12,small,Mexico,113032.15
masters,8,medicine,intermediate,15,small,Bangladesh,94261.48
bachelors,11,law,senior,24,medium,India,177714.3
bachelors,12,marketing,intermediate,9,small,Vietnam,73369.64
phd,8,engineering,entry,15,small,Nigeria,60981.5
masters,6,research,senior,13,micro,Indonesia,92818.47
phd,6,design,senior,11,small,DR Congo,96432.85
phd,11,law,entry,0,small,Mexico,55971.11
masters,6,marketing,senior,11,medium,Pakistan,99588.24
masters,7,design,entry,19,medium,Russia,58054.88
masters,9,finance,senior,13,small,Thailand,132469.8
phd,12,marketing,senior,26,micro,Nigeria,142727.35
masters,6,it,entry,32,micro,Thailand,77795.48
masters,10,sales,entry,19,small,DR Congo,55953.5
masters,8,medicine,senior,6,large,Philippines,145031.96
masters,10,marketing,intermediate,22,medium,India,110245.37
bachelors,10,finance,intermediate,11,large,DR Congo,115307.94
phd,10,research,intermediate,18,micro,Germany,83174.88
phd,8,sales,senior,14,small,Egypt,97790.47
phd,12,research,senior,20,micro,Indonesia,137568.25
bachelors,11,law,entry,23,small,Japan,77942.38
bachelors,6,law,entry,16,medium,DR Congo,63483.71
bachelors,12,design,entry,21,medium,Canada,69172.79
masters,10,law,intermediate,2,large,Thailand,94734.35
phd,9,marketing,intermediate,34,large,DR Congo,155155.88
phd,6,education,senior,6,large,Brazil,96424.63
masters,9,finance,intermediate,3,micro,DR Congo,54990.31
masters,10,medicine,senior,4,large,Thailand,162227.97
phd,7,marketing,entry,40,medium,Egypt,105805.64
bachelors,7,it,intermediate,20,medium,Ethiopia,93614.3
bachelors,8,education,senior,35,micro,Japan,111030.68
phd,7,education,entry,27,small,Philippines,75653.54
bachelors,9,education,entry,37,small,Russia,79161.7
phd,6,engineering,intermediate,8,small,Egypt,71879.91
phd,8,marketing,entry,28,large,Russia,112079.24
phd,7,engineering,entry,11,medium,USA,70059.98
phd,8,education,intermediate,40,small,Thailand,118173.54
bachelors,9,education,intermediate,25,micro,Japan,74065.84
phd,8,research,senior,1,micro,Russia,80804.95
phd,9,engineering,intermediate,26,large,Indonesia,157869.72
phd,10,research,intermediate,5,large,Japan,100399.91
bachelors,11,law,entry,30,small,Ethiopia,103277.06
phd,6,marketing,intermediate,21,small,China,73581.05
bachelors,11,marketing,intermediate,10,small,Indonesia,62913.69
bachelors,7,marketing,entry,32,small,Pakistan,65290.35
masters,6,it,senior,25,medium,Indonesia,138444.19
masters,6,medicine,intermediate,24,medium,Iran,111659.92
masters,11,medicine,senior,22,small,Turkey,176360.6
masters,12,engineering,entry,25,small,Turkey,95323.43
bachelors,10,finance,intermediate,31,medium,Mexico,136218.5
bachelors,7,marketing,intermediate,12,large,USA,84636.36
masters,11,research,senior,4,medium,Germany,118366.96
phd,10,research,senior,0,micro,Thailand,103373.19
masters,12,marketing,entry,5,medium,Mexico,45291.83
masters,11,law,senior,37,medium,Germany,233811.48
masters,11,design,senior,12,micro,DR Congo,91622.29
phd,12,it,senior,16,large,Thailand,192838.4
phd,12,engineering,intermediate,25,medium,Japan,141641.04
bachelors,10,finance,senior,36,small,India,165878.23
bachelors,12,law,intermediate,9,large,India,109020.08
masters,8,design,entry,5,medium,USA,37372.55
bachelors,10,it,entry,29,medium,Egypt,107717.88
bachelors,6,it,entry,35,medium,Pakistan,87396.83
masters,10,education,senior,13,medium,DR Congo,107323.29
bachelors,6,finance,intermediate,18,micro,Japan,73250.16
masters,9,education,intermediate,40,medium,Nigeria,125508.52
masters,12,sales,entry,7,large,Nigeria,58917.97
phd,10,education,intermediate,0,micro,Indonesia,56415.24
bachelors,7,education,senior,1,micro,Iran,58723.67
masters,8,sales,senior,27,micro,Germany,95311.83
masters,9,design,entry,1,small,Mexico,33909.26
phd,7,engineering,intermediate,21,small,Iran,96128.61
masters,11,engineering,senior,8,large,Bangladesh,149326.28
masters,8,marketing,entry,27,large,Ethiopia,101404.76
bachelors,7,sales,senior,28,medium,Philippines,116323.51
masters,7,engineering,senior,3,large,DR Congo,117092.37
phd,11,medicine,senior,25,large,Mexico,251891.79
masters,9,design,intermediate,15,small,Turkey,79124.47
phd,11,finance,intermediate,39,small,Germany,153979.8
phd,9,education,senior,36,small,India,127297.64
bachelors,7,marketing,entry,38,medium,Ethiopia,79812.57
bachelors,8,education,intermediate,0,medium,Thailand,49447.32
bachelors,12,sales,senior,18,medium,USA,116249.22
bachelors,9,sales,entry,1,large,Philippines,32528.42
phd,12,marketing,intermediate,8,large,Brazil,108785.14
masters,12,education,intermediate,39,medium,Pakistan,128817.88
phd,9,finance,intermediate,14,small,Bangladesh,95059.8
masters,8,medicine,senior,15,large,Pakistan,187336.61
masters,6,finance,intermediate,27,large,Germany,133606.18
masters,7,research,entry,27,large,Ethiopia,93817.82
phd,9,law,entry,18,medium,DR Congo,93725.19
phd,9,education,senior,36,micro,Egypt,123394.49
phd,10,medicine,intermediate,31,large,Vietnam,203109.09
masters,6,marketing,senior,28,small,Bangladesh,105946.94
phd,7,sales,intermediate,9,small,Russia,61603.17
masters,10,engineering,senior,37,micro,Bangladesh,156456.19
phd,12,medicine,entry,30,large,Egypt,165763.33
masters,12,design,senior,26,small,Nigeria,143501.48
bachelors,8,it,intermediate,21,micro,USA,81418.03
masters,11,engineering,intermediate,8,medium,USA,84979.28
phd,6,sales,entry,28,micro,Bangladesh,56779.38
bachelors,7,design,senior,22,medium,Mexico,114557.97
phd,8,it,intermediate,31,micro,Nigeria,112911.33
phd,12,medicine,entry,18,micro,Ethiopia,89985.09
masters,12,research,intermediate,6,large,Thailand,111221.64
bachelors,10,design,intermediate,1,medium,Pakistan,58464.24
masters,6,engineering,entry,29,large,Iran,100533.96
phd,12,design,intermediate,33,micro,Indonesia,110323.5
phd,9,finance,senior,24,micro,China,151029.55
masters,11,law,entry,18,medium,Germany,83726.4
phd,12,finance,senior,6,small,Germany,143802.91
bachelors,8,engineering,intermediate,20,micro,China,70319.98
phd,8,research,senior,40,small,Egypt,169687.88
masters,11,education,entry,17,large,Germany,82637.67
masters,10,design,intermediate,17,medium,Ethiopia,86569.22
bachelors,6,design,entry,14,micro,China,32850.33
bachelors,7,research,senior,31,large,Canada,171872.32
phd,6,research,entry,4,large,Bangladesh,63324.1
bachelors,6,marketing,senior,10,medium,Nigeria,80396.19
masters,12,it,intermediate,39,small,Thailand,155428.36
bachelors,6,marketing,intermediate,13,medium,Vietnam,60544.41
bachelors,10,sales,senior,24,micro,India,106304.22
bachelors,7,research,entry,27,medium,Vietnam,72087.85
phd,10,medicine,intermediate,21,micro,Iran,119092.58
masters,9,design,senior,18,large,Mexico,140968.99
bachelors,8,engineering,senior,32,micro,Philippines,113844.3
bachelors,11,design,entry,28,large,Egypt,104473.38
bachelors,7,sales,entry,3,micro,Vietnam,23210.88
masters,10,research,senior,3,micro,USA,93565.3
bachelors,9,design,intermediate,27,medium,Pakistan,107369.63
phd,11,sales,entry,16,small,Vietnam,62014.9
phd,7,education,entry,38,medium,Iran,88218.76
phd,11,research,entry,30,medium,Philippines,113788.08
phd,9,design,intermediate,7,micro,Japan,70095.06
masters,6,marketing,intermediate,39,small,Egypt,94291.72
bachelors,9,design,senior,31,large,Mexico,168645.07
bachelors,9,finance,senior,39,large,Brazil,221284.5
masters,10,sales,senior,8,small,Russia,92251.33
bachelors,6,sales,entry,1,micro,Bangladesh,17908.62
bachelors,8,marketing,intermediate,30,medium,Russia,97701.01
phd,9,medicine,senior,2,medium,Egypt,146825.93
masters,7,sales,intermediate,0,large,Iran,61330.39
bachelors,11,finance,intermediate,39,medium,Pakistan,157242.61
phd,11,medicine,entry,7,medium,Vietnam,86987.37
phd,12,engineering,intermediate,22,medium,Thailand,125128.73
phd,11,finance,intermediate,33,medium,Mexico,154395.7
masters,11,finance,entry,17,large,India,94756.18
phd,8,education,intermediate,19,micro,Mexico,64758.32
bachelors,12,marketing,entry,2,large,Turkey,43609.26
phd,12,medicine,entry,11,small,Philippines,90666.56
masters,8,marketing,senior,26,small,Brazil,126525.05
bachelors,12,medicine,senior,4,small,Canada,140572.58
bachelors,10,sales,intermediate,7,micro,Nigeria,47409.33
masters,7,finance,entry,6,large,India,54603.9
phd,6,sales,senior,38,small,Russia,126321.48
bachelors,6,medicine,intermediate,27,micro,Germany,98726.14
phd,9,sales,intermediate,7,large,Vietnam,81821.6
bachelors,8,design,entry,38,large,USA,98685.57
masters,11,law,senior,12,large,Ethiopia,199670.66
bachelors,6,it,intermediate,5,small,Japan,59481.86
bachelors,6,research,senior,8,large,Canada,102341.85
masters,11,it,entry,21,large,USA,114599.21
bachelors,10,marketing,entry,38,micro,Thailand,73928.62
bachelors,8,education,intermediate,3,micro,Nigeria,37303.47
phd,8,medicine,senior,38,micro,Canada,187976.33
bachelors,10,it,senior,32,large,Turkey,223167.79
bachelors,8,sales,entry,16,large,Nigeria,64292.65
bachelors,7,marketing,entry,28,micro,Nigeria,54041.14
masters,11,design,entry,12,large,Vietnam,74624.18
masters,10,education,senior,7,large,Ethiopia,124307.92
masters,6,engineering,entry,31,medium,Indonesia,83322.95
